record_id,insect_id,original_observation_type,retained_observation_type,original_notes,retained_notes,removed_segments
hostplant-SC-N81-BREV-14,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Meliosma myriantha / YList採用名: Meliosma myriantha / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Meliosma myriantha / YList採用名: Meliosma myriantha / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Meliosma myriantha / YList採用名: Meliosma myriantha / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-15,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Camellia japonica / YList採用名: Camellia japonica / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Camellia japonica / YList採用名: Camellia japonica / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Camellia japonica / YList採用名: Camellia japonica / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-16,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Maesa tenera / YList採用名: Maesa perlaria var. formosana / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Maesa tenera / YList採用名: Maesa perlaria var. formosana / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Maesa tenera / YList採用名: Maesa perlaria var. formosana / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-17,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Diospyros kaki / YList採用名: Diospyros kaki / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Diospyros kaki / YList採用名: Diospyros kaki / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Diospyros kaki / YList採用名: Diospyros kaki / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-18,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Weigela hortensis / YList採用名: Weigela hortensis / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Weigela hortensis / YList採用名: Weigela hortensis / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Weigela hortensis / YList採用名: Weigela hortensis / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-GERM-01,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Torreya nucifera var. radicans / YList採用名: Torreya nucifera var. radicans / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Torreya nucifera var. radicans / YList採用名: Torreya nucifera var. radicans / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Torreya nucifera var. radicans / YList採用名: Torreya nucifera var. radicans / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-02,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Cephalotaxus harringtonia subsp. nana / YList採用名: Cephalotaxus harringtonia var. nana / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Cephalotaxus harringtonia subsp. nana / YList採用名: Cephalotaxus harringtonia var. nana / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Cephalotaxus harringtonia subsp. nana / YList採用名: Cephalotaxus harringtonia var. nana / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-03,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Abies firma / YList採用名: Abies firma / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Abies firma / YList採用名: Abies firma / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Abies firma / YList採用名: Abies firma / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-04,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Tsuga sieboldii / YList採用名: Tsuga sieboldii / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Tsuga sieboldii / YList採用名: Tsuga sieboldii / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Tsuga sieboldii / YList採用名: Tsuga sieboldii / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-05,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Picea excelsa / YList採用名: Picea abies / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Picea excelsa / YList採用名: Picea abies / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Picea excelsa / YList採用名: Picea abies / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-06,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Larix leptolepis / YList採用名: Larix kaempferi / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Larix leptolepis / YList採用名: Larix kaempferi / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Larix leptolepis / YList採用名: Larix kaempferi / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-07,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Pinus densiflora / YList採用名: Pinus densiflora / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Pinus densiflora / YList採用名: Pinus densiflora / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Pinus densiflora / YList採用名: Pinus densiflora / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
