insect_id,japanese_name,scientific_name,change_type,current_value,proposed_value,source,source_url,confidence,review_required,approved,note
species-5359,サビモンエグリバ,Plusiodonta tominagaorum,食草追加,,コウシュウヤク Cocculus laurifolius（ツヅラフジ科）から飼育羽化,"Kishida, Y. (2010)",,high,,OK,"ページ: 57-69, Tinea 21(2)号, ファイル: tinea21-2.pdf"
species-4950,アオフクロキノカワガ,Lobanda akioseinoi,食草追加,,リュウキュウガキ Diospyros maritima（カキノキ科）から幼虫を採取・飼育,"Kishida, Y. (2010)",,high,,OK,"ページ: 57-69, Tinea 21(2)号, ファイル: tinea21-2.pdf"
species-5164,ハナトガリアツバ,Hypena nakajimai,食草追加,,シマツユクサ Commelina diffusa（ツユクサ科）を食草,"Kishida, Y. (2010)",,high,,OK,"ページ: 57-69, Tinea 21(2)号, ファイル: tinea21-2.pdf"
species-5169,グシチャンアツバ,Hypena gushichan,食草追加,,キダチハマグルマ Wadalia biflora（キク科）から飼育羽化,"Kishida, Y. (2010)",,high,,OK,"ページ: 57-69, Tinea 21(2)号, ファイル: tinea21-2.pdf"
species-5170,ケタデアツバ,Hypena tominagai,食草追加,,ケタデ Polygonum barbatum（タデ科）から飼育羽化,"Kishida, Y. (2010)",,high,,OK,"ページ: 57-69, Tinea 21(2)号, ファイル: tinea21-2.pdf"
species-3807,ナンゴクハスオビキエダシャク,Scardamia xylosmaria,食草追加,,クスドイゲ Xylosma congesta（ヤナギ科）を食草,"Sato, Fu & Kawakami (2011)",,high,,OK,"ページ: 21(5), Tinea 21(5)号, ファイル: tinea21-5.pdf"
species-1597,ミチノクスカシバ,Nokona michinoku,食草追加,,エビヅル Vitis ficifolia、ノブドウ Ampelopsis glandulosa を食草,"Kishida, Kudo & Kudo (2014)",,high,,OK,"ページ: 23(1), Tinea 23(1)号, ファイル: tinea23-1.pdf"
species-0057,クマシデモグリチビガ,Stigmella kumashidei,食草追加,,クマシデ Carpinus japonica（カバノキ科）を食草,Hirano (2014),,high,,OK,"ページ: 23(1), Tinea 23(1)号, ファイル: tinea23-1.pdf"
species-0079,マンサクモグリチビガ,Stigmella hamamelella,食草追加,,マンサク Hamamelis japonica（マンサク科）を食草,Hirano (2014),,high,,OK,"ページ: 23(1), Tinea 23(1)号, ファイル: tinea23-1.pdf"
species-0080,カマツカモグリチビガ,Stigmella pourthiaeella,食草追加,,カマツカ Pourthiaea villosa（バラ科）を食草,Hirano (2014),,high,,OK,"ページ: 23(1), Tinea 23(1)号, ファイル: tinea23-1.pdf"
species-0078,アズキナシモグリチビガ,Stigmella azukinashii,食草追加,,アズキナシ Aria alnifolia、ウラジロノキ Aria japonica（バラ科）を食草,Hirano (2014),,high,,OK,"ページ: 23(1), Tinea 23(1)号, ファイル: tinea23-1.pdf"
species-0063,テンリュウモグリチビガ,Stigmella tenryuensis,食草追加,,シバヤナギ Salix japonica（ヤナギ科）を食草,Hirano (2014),,high,,OK,"ページ: 23(1), Tinea 23(1)号, ファイル: tinea23-1.pdf"
species-0051,シナノキモグリチビガ,Stigmella regina,食草追加,,シナノキ Tilia japonica（シナノキ科）を食草。日本初記録,Hirano (2014),,high,,OK,"ページ: 23(1), Tinea 23(1)号, ファイル: tinea23-1.pdf"
,シシンランコトリバ,Asiaephorus fukuoi,食草追加,,シシンラン Lysionotus pauciflorus、イワタバコ Conandron ramondioides（イワタバコ科）を食草,Gielis & Mano (2013),,high,,OK,"ページ: 22(3), Tinea 22(3)号, ファイル: tinea22-3.pdf"
species-1973,アカガネヒメハマキ,Pseudohedya rubellana,食草追加,,リュウキュウマメガキ Diospyros japonica（カキノキ科）を食草,Nasu (2012),,high,,OK,"ページ: 22(1), Tinea 22(1)号, ファイル: tinea22-1.pdf"
species-2244,ホウロクイチゴヒメハマキ,Lepteucosma hirokoyamamotoae,食草追加,,ホウロクイチゴ Rubus sieboldii（バラ科）を食草,Nasu (2012),,high,,OK,"ページ: 22(1), Tinea 22(1)号, ファイル: tinea22-1.pdf"
,Risoba yanagitai,Risoba yanagitai,食草追加,,オニグルミ Juglans mandshurica var. sachalinensis（クルミ科）から飼育,"Nakao, Fukuda & Hayashi (2016)",,high,,OK,"ページ: 23(4), Tinea 23(4)号, ファイル: tinea23-4.pdf"
,Copamyntis tominagai,Copamyntis tominagai,食草追加,,ナンバンサイカチ Cassia fistula（マメ科）の葉と花を食べる幼虫から飼育,Yamanaka (2016),,high,,OK,"ページ: 23(4), Tinea 23(4)号, ファイル: tinea23-4.pdf"
,Macroscelesia amamiana,Macroscelesia amamiana,食草追加,,アマチャヅル Gynostemma pentaphyllum（ウリ科）を食草,Arita & Yata (2016),,high,,OK,"ページ: 23(4), Tinea 23(4)号, ファイル: tinea23-4.pdf"
species-4137,ハラアオヒゲブトナミシャク,Sauris chlorosterna,食草追加,,ムニンイヌグス（クスノキ科）、ヤブニッケイ（クスノキ科）を食草,Hashimoto (2019),,high,,OK,"ページ: 25(1), Tinea 25(1)号, ファイル: tinea25-1.pdf"
species-4139,ナンカイヒゲブトナミシャク,Sauris hirudinata,食草追加,,ヤマモモ（ヤマモモ科）、フトモモ（フトモモ科）から幼虫が採集,Hashimoto (2019),,high,,OK,"ページ: 25(1), Tinea 25(1)号, ファイル: tinea25-1.pdf"
,Tinthia cuprealis,Tinthia cuprealis,食草追加,,カジノキ Broussonetia papyrifera（クワ科）を食樹。日本初記録種,"Yata, Yoshitomi & Arita (2023)",,high,,OK,"ページ: 26(4), Tinea 26(4)号, ファイル: tinea26-4.pdf"
,Lopharcha psathyra,Lopharcha psathyra,食草追加,,クスノキを寄主植物として新記録,Nasu (2021),,high,,OK,"ページ: 26(1), Tinea 26(1)号, ファイル: tinea26-1.pdf"
species-3725,コウノエダシャク,Gnophos sordaria hononis,食草追加,,亜種mendicariaの食餌植物としてVaccinium uliginosum L.クロマメノキ（ツツジ科）が知られている。同山系の高山帯にも多く分布,佐藤力夫 (1979),,medium,,,"ページ: 2, 蛾類通信 102号, ファイル: jhj102.pdf"
species-5721,ウスムラサキケンモン,Acronicta subpurpurea Matsumura,新産地,,東京都未記録と思われる種を奥多摩町日原で採集,岸田泰則 (1980),,medium,,,"ページ: 4, 蛾類通信 105号, ファイル: jhj105.pdf"
,アミメヒトリ,Areas galactina formosana (Okano),誤り修正,,異常型の記録,岸田泰則 (1983),,medium,,,"ページ: 1, 蛾類通信 123号, ファイル: jhj123.pdf"
species-5361,ヒメアケビコノハ,Othreis fullonia (Clerck),新産地,,静岡県湖西市で目撃,渡辺一雄 (1983),,medium,,,"ページ: 6, 蛾類通信 123号, ファイル: jhj123.pdf"
,クロモンシタキツヅリガ（新称）,Tirathaba sp.,新記録種,,日本未記録種として石垣島・西表島から記録（種同定未確定）,井上寛 (1984),,medium,,,"ページ: 381, 蛾類通信 124号, ファイル: jhj124.pdf"
species-0180,ギンスジコヒゲナガ,Nemophora stellata Hirowatari,和名変更,,新和名の提出,広渡俊哉 (1998),,medium,YES,,"ページ: 6, 蛾類通信 201号, ファイル: jhj201.pdf"
species-4477,エゾヨツメ,Aglia tau (Linnaeus),食草追加,,ヨグソミネバリ（Betula grossa）を食草として観察。食草として新記録の可能性,富樫一次 (1984),,medium,,,"ページ: 12, 蛾類通信 129号, ファイル: jhj129.pdf"
species-1842,タカネハイイロハマキ,Cleptis monticolana Kawabe,食草追加,,ゴヨウマツを食草とする可能性が示唆された（従来はハイマツが知られていた）,藤沢勝利 (1985),,medium,,,"ページ: 4, 蛾類通信 130号, ファイル: jhj130.pdf"
,ホウバスズメ,Ambulyx ochracea Butler,食草追加,,ヌルデ（Rhus javanica）を食草として確認,杉繁郎 (1985),,medium,,,"ページ: 8, 蛾類通信 131号, ファイル: jhj131.pdf"
species-4928,オレクギリンガ,Parhylophila celsiana (Staudinger),食草追加,,幼虫の食草はヤナギ科と推定される。ドロノキの葉上で蛹を確認,杉繁郎 (1986),,medium,,,"ページ: 3, 蛾類通信 137号, ファイル: jhj137.pdf"
species-6112,ケンモンキリガ,Egira sarea (Leech),食草追加,,食草：Thujopsis dolabrata アスナロ（新食草として記録）,富樫一次 (1986),,medium,,,"ページ: 9, 蛾類通信 137号, ファイル: jhj137.pdf"
species-5431,ナニワクビグロクチバ,Lygephila ogatai Kinoshita & Sasaki,新記録種,,新種として記載された。近畿地方の平地部に普通で、これまでヒメクビグロクチバと混同されていた。,"Kinoshita, Sasaki (1987)",,medium,,,"ページ: 231, 蛾類通信 140号, ファイル: jhj140.pdf"
species-3992,クロモンウスチャヒメシャク,Anisodes absconditaria,新産地,,本州初記録と思われる（山口県）,南敦 (1989),,medium,,,"ページ: 11, 蛾類通信 154号, ファイル: jhj154.pdf"
,ヨコジナトモエ,Eupatula macrops,新産地,,山口県初記録と思われる,南敦 (1989),,medium,,,"ページ: 11, 蛾類通信 154号, ファイル: jhj154.pdf"
species-5168,ウスベリアツバ,Hypena conscitalis Walker,食草追加,,インドにおける食草はマメ科のDesmodium ヌスビトハギ属,杉繁郎 (1991),,medium,,,"ページ: 181, 蛾類通信 161号, ファイル: jhj161.pdf"
species-6115,アズサキリガ,Pseudopanolis azusa Sugi,食草追加,,ウラジロモミの若葉を与えた幼虫のみが終齢にまで達した,柳田慶浩・飯塚新真 (1997),,medium,,,"ページ: 307-310, 蛾類通信 194号, ファイル: jhj194.pdf"
,クロズオスキエダシャク,Lomographa simplicior simplicior Butler,誤り修正,,最終行「最」で終わっているため記述不完全の可能性,飯島一雄 (1981),,low,,,"ページ: 3, 蛾類通信 112号, ファイル: jhj112.pdf"
,マエジロマルハキバガ,Depressaria basicostata Matsumura,食草追加,,食草は不明だが恐らくQuercus類であろうと推測された,藤沢勝利 (1985),,low,,,"ページ: 1-2, 蛾類通信 130号, ファイル: jhj130.pdf"
1-1,ウスバカミキリ 基亜種,"Aegosoma sinicum sinicum (White, 1853)",論文発見,,熱田神宮で採集された昆虫の記録,J-STAGE,,low,,,公開日: 
1-1,ウスバカミキリ 基亜種,"Aegosoma sinicum sinicum (White, 1853)",論文発見,,礼文島およびトド（海驢）島の甲虫目録,J-STAGE,,low,,,公開日: 
8,ベーツヒラタカミキリ,"Eurypoda batesi Gahan, 1894",論文発見,,島根県松江市におけるべーツヒラタカミキリの発生状況,CiNii,https://cir.nii.ac.jp/crid/1520854805314607744,low,,,
8,ベーツヒラタカミキリ,"Eurypoda batesi Gahan, 1894",論文発見,,島根県松江市におけるベーツヒラタカミキリの発生状況(2),CiNii,https://cir.nii.ac.jp/crid/1521417756038390912,low,,,
8,ベーツヒラタカミキリ,"Eurypoda batesi Gahan, 1894",論文発見,,日本産主要動物の種別文献目録(18a) ベーツヒラタカミキリ(2),CiNii,https://cir.nii.ac.jp/crid/1522262180972919808,low,,,
13-1,ノコギリカミキリ 基亜種,"Prionus insularis insularis Motschulsky, 1858",論文発見,,熱田神宮で採集された昆虫の記録,J-STAGE,,low,,,公開日: 
13-1,ノコギリカミキリ 基亜種,"Prionus insularis insularis Motschulsky, 1858",論文発見,,利尻島の甲虫目録　その2,J-STAGE,,low,,,公開日: 
species-H001,カミナリハムシ,"Altica aenea Olivier, 1808",論文発見,,"イチゴカミナリハムシの形態,生態及び防除法",CiNii,https://cir.nii.ac.jp/crid/1520573330904373632,low,,,
species-H001,カミナリハムシ,"Altica aenea Olivier, 1808",論文発見,,コルリアトキリゴミムシをアカバナカミナリハムシの集団より多数採集,CiNii,https://cir.nii.ac.jp/crid/1522262181037026560,low,,,
species-H001,カミナリハムシ,"Altica aenea Olivier, 1808",論文発見,,"日本産カミナリハムシ属Altica Geoffroy,1762(ハムシ科,ヒゲナガハムシ亜科)の概説",CiNii,https://cir.nii.ac.jp/crid/1520291856308576768,low,,,
species-H006,イチゴカミナリハムシ,"Altica fragariae Nakane, 1955",論文発見,,"イチゴカミナリハムシの形態,生態及び防除法",CiNii,https://cir.nii.ac.jp/crid/1520573330904373632,low,,,
species-H007,キタカミナリハムシ,"Altica japonica Ohno, 1960",論文発見,,礼文島およびトド（海驢）島の甲虫目録,J-STAGE,,low,,,公開日: 
species-H007,キタカミナリハムシ,"Altica japonica Ohno, 1960",論文発見,,利尻島の甲虫目録　その2,J-STAGE,,low,,,公開日: 
species-H010,クロサワカミナリハムシ,"Altica kurosawai Ohno, 1960",論文発見,,利尻島の甲虫目録　その2,J-STAGE,,low,,,公開日: 
species-H011,スジカミナリハムシ,Altica latericosta,論文発見,,ハムシ類の化性と精子形成期,J-STAGE,,low,,,公開日: 
species-H014,アカバナカミナリハムシ,"Altica oleracea oleracea Linnaeus, 1758",論文発見,,礼文島およびトド（海驢）島の甲虫目録,J-STAGE,,low,,,公開日: 
species-H014,アカバナカミナリハムシ,"Altica oleracea oleracea Linnaeus, 1758",論文発見,,利尻島の甲虫目録　その2,J-STAGE,,low,,,公開日: 
species-H014,アカバナカミナリハムシ,"Altica oleracea oleracea Linnaeus, 1758",論文発見,,コルリアトキリゴミムシをアカバナカミナリハムシの集団より多数採集,CiNii,https://cir.nii.ac.jp/crid/1522262181037026560,low,,,
species-H015,クロカミナリハムシ,"Altica sanguisorbae Ohno, 1960",論文発見,,礼文島およびトド（海驢）島の甲虫目録,J-STAGE,,low,,,公開日: 
species-H016,コカミナリハムシ,"Altica viridicyanea Baly, 1874",論文発見,,九州大学ネパール学術探検隊により1971年および1972年に収集されたハムシ類,J-STAGE,,low,,,公開日: 
species-H021,キアシツブノミハムシ1,Aphthona erichsoni,論文発見,,利尻島の甲虫目録　その2,J-STAGE,,low,,,公開日: 
species-H023,ハコネツブノミハムシ,"Aphthona hakonensis Takizawa, 2012",論文発見,,利尻島の甲虫目録　その2,J-STAGE,,low,,,公開日: 
species-H025,クロサワツブノミハムシ,"Aphthona kurosawai Ohno, 1962",論文発見,,利尻島の甲虫目録　その2,J-STAGE,,low,,,公開日: 
species-H026,ツブノミハムシ,"Aphthona perminuta Baly, 1875",論文発見,,利尻島の甲虫目録　その2,J-STAGE,,low,,,公開日: 
species-H026,ツブノミハムシ,"Aphthona perminuta Baly, 1875",論文発見,,礼文島およびトド（海驢）島の甲虫目録,J-STAGE,,low,,,公開日: 
species-H026,ツブノミハムシ,"Aphthona perminuta Baly, 1875",論文発見,,広島県でオオツブノミハムシの生息を確認,CiNii,https://cir.nii.ac.jp/crid/1522825129922271616,low,,,
species-H027,キアシツブノミハムシ2,Aphthona semiviridis,論文発見,,温帯地域の異なる林齢の広葉樹二次林と針葉樹人工林で採集されたハムシ類,J-STAGE,,low,,,公開日: 
species-H031,テントウノミハムシ,"Argopistes biplagiatus Motschulsky, 1860",論文発見,,ヤチダモを害するテントウノシハムシについて,J-STAGE,,low,,,公開日: 
species-H031,テントウノミハムシ,"Argopistes biplagiatus Motschulsky, 1860",論文発見,,利尻島の甲虫目録　その2,J-STAGE,,low,,,公開日: 
species-H031,テントウノミハムシ,"Argopistes biplagiatus Motschulsky, 1860",論文発見,,テントウノミハムシ属2種による被害と防除,CiNii,https://cir.nii.ac.jp/crid/1521699230903518976,low,,,
